UNIVERSITY OF SOUTHERN CALIFORNIA,1858040;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1970467;
UNIVERSITY COLLEGE LONDON,8802713 (contact);9518055;
NEW YORK UNIVERSITY SCHOOL OF MEDICINE,1857844;
UNIVERSITY OF PENNSYLVANIA,8003423;
UNIVERSITY OF COLORADO DENVER,6274339;
FRED HUTCHINSON CANCER RESEARCH CENTER,1938051;
UNIVERSITY OF PENNSYLVANIA,1882358;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1902062;
WASHINGTON UNIVERSITY,1864568;
JOHNS HOPKINS UNIVERSITY,1900435;
COLD SPRING HARBOR LABORATORY,1928317;
MASSACHUSETTS GENERAL HOSPITAL,1893782;
ROCKEFELLER UNIVERSITY,1888482;
GEORGETOWN UNIVERSITY,1871425;
UNIVERSITY OF CALIFORNIA AT DAVIS,1880912;
PRINCETON UNIVERSITY,1879531;
UNIVERSITY OF ILLINOIS AT CHICAGO,1881007;
NORTHWESTERN UNIVERSITY AT CHICAGO,1861961;
CLEVELAND CLINIC LERNER COM-CWRU,1881406;
MEDICAL COLLEGE OF WISCONSIN,1877442;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1875238;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1862018;
"NEW ENGLAND RESEARCH INSTITUTES, INC.",6930764;
STANFORD UNIVERSITY,1858519;
UTAH STATE UNIVERSITY,1897156;1908012 (contact);
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,6660976;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1864535;
UNIVERSITY OF VERMONT &ST AGRIC COLLEGE,1864401;
UNIVERSITY OF PENNSYLVANIA,1903210;
UNIVERSITY OF WISCONSIN-MADISON,1879860;
UNIVERSITY OF CALIFORNIA SAN DIEGO,2202820;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,7360819;
CLEVELAND CLINIC LERNER COM-CWRU,1865266;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,6354902;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,2235072;
WEST VIRGINIA UNIVERSITY,7068542;
UNIVERSITY OF WASHINGTON,1893083;
BROWN UNIVERSITY,1903209;
UNIVERSITY OF KENTUCKY,1879389;
UNIV OF NORTH CAROLINA CHAPEL HILL,2567248;
JOHNS HOPKINS UNIVERSITY,1890848;
KAISER FOUNDATION RESEARCH INSTITUTE,1870116;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,2206856;
UNIVERSITY OF SOUTHERN CALIFORNIA,1911611;
UNIVERSITY OF MARYLAND BALTIMORE,1970190;
UNIVERSITY OF CALIFORNIA BERKELEY,1888182;
UNIVERSITY OF CHICAGO,1888982;
STATE UNIVERSITY NEW YORK STONY BROOK,7710368;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1864864;
UNIVERSITY OF WISCONSIN-MADISON,1932840;
WESLEYAN UNIVERSITY,1884218;
HARVARD MEDICAL SCHOOL,1859172;
UNIVERSITY OF FLORIDA,1861269;
OKLAHOMA MEDICAL RESEARCH FOUNDATION,1877946;
DANA-FARBER CANCER INST,1864210;
HARVARD MEDICAL SCHOOL,1888951 (contact);1888918;
EMORY UNIVERSITY,1940214;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1867797;
EMORY UNIVERSITY,1899117;
STANFORD UNIVERSITY,1883155;
UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,1871779;
UNIVERSITY OF GEORGIA,1866215;
STANFORD UNIVERSITY,1894314;
MEDICAL COLLEGE OF WISCONSIN,1888968;
WASHINGTON UNIVERSITY,1868216;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1864200;
BETH ISRAEL DEACONESS MEDICAL CENTER,1864198;
OREGON HEALTH &SCIENCE UNIVERSITY,1888856;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1858394;
OREGON HEALTH &SCIENCE UNIVERSITY,1862189;
UNIVERSITY OF CINCINNATI,1944959;8919114;1888959 (contact);
STANFORD UNIVERSITY,1877925;
DUKE UNIVERSITY,1862453;
HENRY M. JACKSON FDN FOR THE ADV MIL/MED,1882211;
BAYLOR COLLEGE OF MEDICINE,7354194;
UNIVERSITY OF KENTUCKY,1864186;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1890861;
HARVARD MEDICAL SCHOOL,1859172;
CHILDREN'S HOSPITAL CORPORATION,3220838;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1944808;
UNIVERSITY OF CALIFORNIA-IRVINE,1864180;
UNIVERSITY OF MISSISSIPPI,1873011;
UNIVERSITY OF WASHINGTON,2108926;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,1860539;
WASHINGTON UNIVERSITY,1899059;
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,1871601;
MASSACHUSETTS GENERAL HOSPITAL,1890766;
JOHNS HOPKINS UNIVERSITY,1891726;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,6267285;
VANDERBILT UNIVERSITY,8001798;
WAKE FOREST UNIVERSITY HEALTH SCIENCES,1864864;
UNIV OF NORTH CAROLINA CHAPEL HILL,1869253;
UNIVERSITY OF KENTUCKY,1864186;
SCRIPPS RESEARCH INSTITUTE,1860712;
UNIVERSITY OF VIRGINIA,1901683;
UNIVERSITY OF WASHINGTON,1877905;
UNIVERSITY OF MINNESOTA,1864175;
UNIVERSITY OF CENTRAL FLORIDA,1862897;
UNIVERSITY OF MARYLAND BALTIMORE,6973081;
DREXEL UNIVERSITY,1877894;
BRIGHAM AND WOMEN'S HOSPITAL,1881048;
ROCKEFELLER UNIVERSITY,1884719;
UNIVERSITY OF PENNSYLVANIA,1891718;
UT SOUTHWESTERN MEDICAL CENTER,7684450;
WASHINGTON UNIVERSITY,6417435;
UNIV OF ARKANSAS FOR MED SCIS,1881288;
CINCINNATI CHILDRENS HOSP MED CTR,1969809;
ROCKEFELLER UNIVERSITY,1864147;
VIRGINIA COMMONWEALTH UNIVERSITY,1891703;
HENRY M. JACKSON FDN FOR THE ADV MIL/MED,1871508;
CHILDREN'S HOSPITAL CORPORATION,1882822;
OREGON HEALTH &SCIENCE UNIVERSITY,1873145;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1969611;
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,1878827;
NORTHERN CALIFORNIA INSTITUTE/RES/EDU,1901998;
WASHINGTON UNIVERSITY,1899031;
OREGON HEALTH &SCIENCE UNIVERSITY,1862189;
UNIVERSITY OF CALIFORNIA BERKELEY,2086625;
DARTMOUTH COLLEGE,1891659;
NORTHWESTERN UNIVERSITY AT CHICAGO,1884078;
SLOAN-KETTERING INST CAN RESEARCH,1888820;
WASHINGTON UNIVERSITY,1877969;
MASSACHUSETTS GENERAL HOSPITAL,1875736;
YALE UNIVERSITY,1858797;
SCRIPPS RESEARCH INSTITUTE,1878829;
UNIVERSITY OF PENNSYLVANIA,1882340;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,1869479;
UNIVERSITY OF CHICAGO,1868078;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1867800;
VANDERBILT UNIVERSITY,6623075;
LA JOLLA INST FOR ALLERGY &IMMUNOLGY,1864857;
UNIVERSITY OF NEW MEXICO,1862434;
OHIO STATE UNIVERSITY,7041162;
JOHNS HOPKINS UNIVERSITY,1880560;
PENNSYLVANIA STATE UNIVERSITY,1891865;
UNIVERSITY OF MICHIGAN,1978530;
OHIO STATE UNIVERSITY,1946554;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1867797;
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,1899914;
YALE UNIVERSITY,1931304;
UNIVERSITY OF MICHIGAN,1873904;
UNIVERSITY OF PENNSYLVANIA,1957286;
IOWA STATE UNIVERSITY,1891811;
NORTHWESTERN UNIVERSITY AT CHICAGO,1889725;
UNIVERSITY OF MICHIGAN,2086545;
BRIGHAM AND WOMEN'S HOSPITAL,1944819;
ALBERT EINSTEIN COLLEGE OF MEDICINE,1864132;
JOHNS HOPKINS UNIVERSITY,1969776;
ST. JUDE CHILDREN'S RESEARCH HOSPITAL,1857694;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1969603;
WEILL MEDICAL COLL OF CORNELL UNIV,1870448;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,1870596;
ALBERT EINSTEIN COLLEGE OF MEDICINE,1891672;
COLORADO STATE UNIVERSITY,1971997;
CHILDREN'S HOSPITAL &RES CTR AT OAKLAND,1944787;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1864701;
UNIVERSITY OF MICHIGAN,1928067;
UNIVERSITY OF CALIFORNIA AT DAVIS,1917487;
UNIVERSITY OF PENNSYLVANIA,1936350;
DUKE UNIVERSITY,1864851;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,1889380;
UPSTATE MEDICAL UNIVERSITY,1891355;
GEORGIA STATE UNIVERSITY,6410097;
OKLAHOMA MEDICAL RESEARCH FOUNDATION,1890439;
DANA-FARBER CANCER INST,1864222;
UNIVERSITY OF WASHINGTON,1945258;
NEW YORK MEDICAL COLLEGE,1894281;
UNIVERSITY OF MICHIGAN,1945223;
UNIVERSITY OF MINNESOTA,2104364;
UNIVERSITY OF IOWA,1860040;
CHILDREN'S HOSPITAL CORPORATION,1921329;
UNIVERSITY OF PENNSYLVANIA,1859116;
DUKE UNIVERSITY,1886042;
UNIVERSITY OF CALIFORNIA BERKELEY,1861847;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,6790967;
UNIVERSITY OF CALIFORNIA AT DAVIS,2094972;
UNIV OF MED/DENT OF NJ-NJ MEDICAL SCHOOL,6793688;
UNIVERSITY OF KENTUCKY,1882143;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1891691;
UNIVERSITY OF TX MD ANDERSON CAN CTR,6802368;
TORREY PINES INST FOR MOLECULAR STUDIES,2282928;
UNIVERSITY OF TX MD ANDERSON CAN CTR,6653994;
MASSACHUSETTS GENERAL HOSPITAL,1901884;
MASSACHUSETTS GENERAL HOSPITAL,1899782;
HARVARD SCHOOL OF PUBLIC HEALTH,1914010;
SUNY DOWNSTATE MEDICAL CENTER,1901181;
UNIVERSITY OF VERMONT &ST AGRIC COLLEGE,6700033;
UNIVERSITY OF CALIFORNIA-IRVINE,6369811;
UNIVERSITY OF KENTUCKY,8106840;
JOSLIN DIABETES CENTER,6174570;
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,1893747;
YALE UNIVERSITY,7722754;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,6298862;
CHILDREN'S HOSPITAL OF LOS ANGELES,1942915;
NEW YORK UNIVERSITY SCHOOL OF MEDICINE,6949164;
UNIVERSITY OF MICHIGAN,1867000;
ROCKEFELLER UNIVERSITY,6953815;
UNIVERSITY OF VIRGINIA,1886088;
BRIGHAM AND WOMEN'S HOSPITAL,1930346;
UNIVERSITY OF OKLAHOMA NORMAN,6960361;
FRED HUTCHINSON CANCER RESEARCH CENTER,1891730;
CORNELL UNIVERSITY,1865983;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1858609;
SCRIPPS RESEARCH INSTITUTE,1878829;
UNIVERSITY OF NEW MEXICO,6466721;
WEILL MEDICAL COLL OF CORNELL UNIV,6983365;
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,6870537;
UNIV OF NORTH CAROLINA CHAPEL HILL,6210285;
WEILL MEDICAL COLL OF CORNELL UNIV,1870975;
UNIVERSITY OF CHICAGO,1868078;
ALBERT EINSTEIN COLLEGE OF MEDICINE,6139526;
TUFTS UNIVERSITY BOSTON,1873009;
HARVARD SCHOOL OF PUBLIC HEALTH,1897739;
UNIVERSITY OF PENNSYLVANIA,1866883;
FRED HUTCHINSON CANCER RESEARCH CENTER,2183197;
PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,1870596;
UNIVERSITY OF CONNECTICUT STORRS,6688338;
SEATTLE BIOMEDICAL RESEARCH INSTITUTE,1894268;
NORTHWESTERN UNIVERSITY AT CHICAGO,2101796;
SEATTLE BIOMEDICAL RESEARCH INSTITUTE,7043665;
UNIVERSITY OF BRITISH COLUMBIA,1928928;
STANFORD UNIVERSITY,1884212;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1897205 (contact);8328370;
BROWN UNIVERSITY,2238087;
YALE UNIVERSITY,7110681;
FRED HUTCHINSON CANCER RESEARCH CENTER,1977859;
OHIO STATE UNIVERSITY,1894305;
DANA-FARBER CANCER INST,1882347;
UNIV OF NORTH CAROLINA CHAPEL HILL,1927938;
UNIVERSITY OF IOWA,1858940;
BAYLOR COLLEGE OF MEDICINE,1921692;
LA BIOMED RES INST/ HARBOR UCLA MED CTR,1899323;
UNIVERSITY OF COLORADO DENVER,2239605;
MONTANA STATE UNIVERSITY - BOZEMAN,2215145;
TUFTS UNIVERSITY BOSTON,1923823;
UNIVERSITY OF WISCONSIN-MADISON,2180106;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1858800;
YALE UNIVERSITY,6110255;
SCRIPPS RESEARCH INSTITUTE,1864266;
UNIVERSITY OF CALIFORNIA AT DAVIS,2090588;
UNIVERSITY OF MINNESOTA,7333045;
UNIVERSITY OF SOUTHERN CALIFORNIA,6490625;
HARVARD MEDICAL SCHOOL,1860791;
UNIVERSITY OF CALIFORNIA SANTA CRUZ,2107186;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1882350;
LOUISIANA STATE UNIV HSC SHREVEPORT,1941329;
PENNSYLVANIA STATE UNIVERSITY,8112587;
DUKE UNIVERSITY,7035001;
OKLAHOMA MEDICAL RESEARCH FOUNDATION,7878803;
ST. JUDE CHILDREN'S RESEARCH HOSPITAL,1899937;
MEDICAL UNIVERSITY OF SOUTH CAROLINA,7915439;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1899083 (contact);8897595;8881781;
TUFTS UNIVERSITY BOSTON,6714175;
UT SOUTHWESTERN MEDICAL CENTER,1894316;
UNIVERSITY OF MISSOURI-COLUMBIA,1877940;
UNIV OF NORTH CAROLINA CHAPEL HILL,1885536;
UNIVERSITY OF GEORGIA,1871422;
CORNELL UNIVERSITY,1876433;
BETH ISRAEL DEACONESS MEDICAL CENTER,6786669;
"VIRION SYSTEMS, INC.",7035977;
MASSACHUSETTS GENERAL HOSPITAL,1860047 (contact);2183829;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,7973281;
CINCINNATI CHILDRENS HOSP MED CTR,7618483;
RESEARCH INST NATIONWIDE CHILDREN'S HOSP,6568147;
EMORY UNIVERSITY,1858780;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",2093754;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,7647377;
JOHNS HOPKINS UNIVERSITY,1965190;
UNIVERSITY OF ALABAMA AT BIRMINGHAM,1969961;
UNIVERSITY OF IOWA,1884328;
STATE UNIVERSITY OF NEW YORK AT BUFFALO,2080688;
WISTAR INSTITUTE,1871512;
YALE UNIVERSITY,1955454;
WASHINGTON UNIVERSITY,6417435;
UNIVERSITY OF NEVADA RENO,1864221;
UNIVERSITY OF IOWA,1868913;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,7745021;
UNIVERSITY OF WASHINGTON,1884314;
UNIVERSITY OF PENNSYLVANIA,7038932;
DARTMOUTH COLLEGE,6356426;
SCRIPPS RESEARCH INSTITUTE,1860712;
UNIVERSITY OF PENNSYLVANIA,1861552;
STANFORD UNIVERSITY,1891587;
UNIVERSITY OF CALIFORNIA BERKELEY,1880561;
ROCKEFELLER UNIVERSITY,2107071;
ALBERT EINSTEIN COLLEGE OF MEDICINE,1896958;
OREGON STATE UNIVERSITY,7846057;
UNIVERSITY OF PENNSYLVANIA,7854554;
"TRUDEAU INSTITUTE, INC.",1939591;
UNIVERSITY OF TENNESSEE HEALTH SCI CTR,7736154;
COLORADO STATE UNIVERSITY,9061395;
HARVARD MEDICAL SCHOOL,1894203;
UNIVERSITY OF WASHINGTON,1859837;
UNIVERSITY OF MICHIGAN,1882189;
HARVARD UNIVERSITY,1864216;
UNIVERSITY OF CINCINNATI,1888545;
VANDERBILT UNIVERSITY,8001798 (contact);3133043;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,6609948;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1885965;
MEDICAL COLLEGE OF WISCONSIN,7054888;
RESEARCH INST OF FOX CHASE CAN CTR,1942493;
OREGON HEALTH &SCIENCE UNIVERSITY,1881242;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1898956;
UNIVERSITY OF MINNESOTA,6350682;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1879061;
HARVARD MEDICAL SCHOOL,1888767;
UNIVERSITY OF CALIFORNIA LOS ANGELES,2058705;
STANFORD UNIVERSITY,1884077;
EAST CAROLINA UNIVERSITY,1860518;
FLORIDA ATLANTIC UNIVERSITY,1882988;
BAYLOR COLLEGE OF MEDICINE,1885809 (contact);9276654;1877790;
NEW YORK UNIVERSITY SCHOOL OF MEDICINE,1879625;
JOHNS HOPKINS UNIVERSITY,1888736;
"MINNEAPOLIS MEDICAL RESEARCH FDN, INC.",1884068;
UNIVERSITY OF SOUTHERN CALIFORNIA,1884579;
JOSLIN DIABETES CENTER,1895266;
UNIV OF NORTH CAROLINA CHAPEL HILL,1897246;
UNIVERSITY OF MICHIGAN,1866794;
UNIVERSITY OF MICHIGAN,1859457;
UNIVERSITY OF CALIFORNIA AT DAVIS,1864757;
UNIVERSITY OF ROCHESTER,1891633;
UNIVERSITY OF UTAH,1891632;
BAYLOR COLLEGE OF MEDICINE,6407202;
MAYO CLINIC ROCHESTER,1878966;
TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,1864034;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,1878695;
UNIVERSITY OF WISCONSIN-MADISON,6612277;
STANFORD UNIVERSITY,1868206;
MASSACHUSETTS GENERAL HOSPITAL,1864503;
MAINE MEDICAL CENTER,1971652;
WASHINGTON UNIVERSITY,1882196;
UNIVERSITY OF COLORADO DENVER,1891646;
BAYLOR COLLEGE OF MEDICINE,7353712;
UNIVERSITY OF VIRGINIA,3054679;
COLUMBIA UNIV NEW YORK MORNINGSIDE,1943583;
STANFORD UNIVERSITY,1885225;
UNIVERSITY OF MINNESOTA,1884092;
UNIVERSITY OF CALIFORNIA LOS ANGELES,1877790;
UNIVERSITY OF WISCONSIN-MADISON,1887670;
INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,1966974;
UNIVERSITY OF CALIFORNIA AT DAVIS,2091499;
RHODE ISLAND HOSPITAL,1873403;
LOMA LINDA VETERANS ASSN RESEARCH &EDUC,1879197;
UNIVERSITY OF CALIFORNIA LOS ANGELES,6799611;
DUKE UNIVERSITY,1896784;
UNIVERSITY OF PENNSYLVANIA,1898989;
BRANDEIS UNIVERSITY,6788262;
UNIVERSITY OF FLORIDA,1872603;
UNIVERSITY OF ROCHESTER,1880536 (contact);7845877;
ALBERT EINSTEIN COLLEGE OF MEDICINE,1895268;
WAYNE STATE UNIVERSITY,1868870;
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",1891649;
TEMPLE UNIV OF THE COMMONWEALTH,6082497;
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,1884810;
COLUMBIA UNIVERSITY HEALTH SCIENCES,1878623;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1860507;
RUSH UNIVERSITY MEDICAL CENTER,1875732;
MAYO CLINIC ROCHESTER,1894792;
SLOAN-KETTERING INST CAN RESEARCH,1968840;
JOHNS HOPKINS UNIVERSITY,6799588;
STANFORD UNIVERSITY,1868206;
DARTMOUTH COLLEGE,1877900;
HARVARD MEDICAL SCHOOL,1915386;
BRIGHAM AND WOMEN'S HOSPITAL,1945480;
THOMAS JEFFERSON UNIVERSITY,7852929;1868372 (contact);
WASHINGTON UNIVERSITY,2477081;
ROCKEFELLER UNIVERSITY,1864075;
UNIVERSITY OF MISSOURI KANSAS CITY,6616034;
YALE UNIVERSITY,1858797;
EMORY UNIVERSITY,1901174;
UNIVERSITY OF MICHIGAN,1859457;
BRIGHAM AND WOMEN'S HOSPITAL,1883485;
BAYLOR COLLEGE OF MEDICINE,3043193;
UNIVERSITY OF KANSAS MEDICAL CENTER,6235491;
UNIVERSITY OF COLORADO DENVER,1891727;
UNIVERSITY OF PENNSYLVANIA,1898974;
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,8090692;
UNIVERSITY OF PENNSYLVANIA,1864007;
UNIVERSITY OF CHICAGO,6251898;
UNIVERSITY OF PENNSYLVANIA,1876840;
CEDARS-SINAI MEDICAL CENTER,8450641;
NORTHWESTERN UNIVERSITY AT CHICAGO,1883247;
ALBERT EINSTEIN COLLEGE OF MEDICINE,1897243;
CORNELL UNIVERSITY,1863988;
UNIVERSITY OF NEBRASKA MEDICAL CENTER,2408184;
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1852587;
LA JOLLA INST FOR ALLERGY &IMMUNOLGY,1861603;
UNIVERSITY OF TX MD ANDERSON CAN CTR,1860747;
UNIVERSITY OF COLORADO,1881471;
JOHNS HOPKINS UNIVERSITY,1864823;
UNIVERSITY OF PENNSYLVANIA,1861653;
CLEVELAND CLINIC LERNER COM-CWRU,1860778;
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH,1858962;
CHILDREN'S HOSP OF PHILADELPHIA,1890313;
CHILDREN'S HOSP OF PHILADELPHIA,1888698;
DUKE UNIVERSITY,1884021;
SUNNYBROOK &WOMEN'S COLL HLTH SCIS CTR,1880497;
BETH ISRAEL DEACONESS MEDICAL CENTER,6412065;
SCRIPPS RESEARCH INSTITUTE,1865676;
DANA-FARBER CANCER INST,1883239;
JOHNS HOPKINS UNIVERSITY,1858371;
CASE WESTERN RESERVE UNIVERSITY,1863964;
UNIVERSITY OF TENNESSEE KNOXVILLE,1881467;
JOHNS HOPKINS UNIVERSITY,1871762;
WEILL MEDICAL COLL OF CORNELL UNIV,1859686;
OAKLAND UNIVERSITY,1901948;
HUNTER COLLEGE,1865405;
BAYLOR COLLEGE OF MEDICINE,1877170;
OHIO STATE UNIVERSITY,1882061;
DANA-FARBER CANCER INST,1902271;
HARVARD SCHOOL OF PUBLIC HEALTH,1862962;
GEORGETOWN UNIVERSITY,1871286;
DANA-FARBER CANCER INST,1888682 (contact);8577759;
JOHNS HOPKINS UNIVERSITY,1898923;
WAYNE STATE UNIVERSITY,1893096;
EMORY UNIVERSITY,1858780;
COLORADO STATE UNIVERSITY,1863928;
WAYNE STATE UNIVERSITY,1955379;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1863881;
COLORADO STATE UNIVERSITY,1880486;
SLOAN-KETTERING INST CAN RESEARCH,1888667;
VANDERBILT UNIVERSITY,1863917;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,3108649;
MASSACHUSETTS GENERAL HOSPITAL,1859448;
ROCKEFELLER UNIVERSITY,1891549;
UNIVERSITY OF MICHIGAN,1882189;
BAYLOR COLLEGE OF MEDICINE,1858147;
UNIVERSITY OF TX MD ANDERSON CAN CTR,1966914;
BOSTON UNIVERSITY MEDICAL CAMPUS,1888659;
STATE UNIVERSITY NEW YORK STONY BROOK,1877678;
BAYLOR COLLEGE OF MEDICINE,1932068;
UNIVERSITY OF HAWAII AT MANOA,1868382;
UNIVERSITY OF WISCONSIN-MADISON,1860327;
SCRIPPS RESEARCH INSTITUTE,1878922;
NORTHWESTERN UNIVERSITY AT CHICAGO,1931082;
UNIVERSITY OF VIRGINIA,1859162;
STATE UNIVERSITY NEW YORK STONY BROOK,1877674;
COMMONWEALTH MEDICAL COLLEGE,1894132;
CHILDREN'S RESEARCH INSTITUTE,1895263;
GEORGIA  REGENTS UNIVERSITY,1888635;
DARTMOUTH COLLEGE,1873766;
UNIVERSITY OF MARYLAND BALTIMORE,1888705;
RESEARCH INST OF FOX CHASE CAN CTR,1858136;
UNIVERSITY OF WISCONSIN-MADISON,1880473;
VANDERBILT UNIVERSITY,7011070;
WASHINGTON UNIVERSITY,1880769;
OHIO STATE UNIVERSITY,1925381;
UNIVERSITY OF WISCONSIN-MADISON,6200685;
ROSWELL PARK CANCER INSTITUTE CORP,1894074 (contact);1879184;
NORTHEASTERN UNIVERSITY,8103649;
UNIVERSITY OF TX MD ANDERSON CAN CTR,1901171;
JOHNS HOPKINS UNIVERSITY,1894040;
ROSWELL PARK CANCER INSTITUTE CORP,1898849;
STANFORD UNIVERSITY,1897237;
COLORADO STATE UNIVERSITY,1859164;
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,1917879;
BAYLOR RESEARCH INSTITUTE,6959349;
UNIVERSITY OF WISCONSIN-MADISON,1884048;
UNIV OF NORTH CAROLINA CHAPEL HILL,1901879;
UNIVERSITY OF VERMONT &ST AGRIC COLLEGE,1865645;
SCRIPPS RESEARCH INSTITUTE,1870864;
UNIV OF NORTH CAROLINA CHAPEL HILL,1861018;
UNIVERSITY OF IOWA,1940011;
CEDARS-SINAI MEDICAL CENTER,1888071;
DUKE UNIVERSITY,1888491;
VANDERBILT UNIVERSITY,1886146;
SCRIPPS FLORIDA,1877243;
UNIVERSITY OF MINNESOTA,1884698;
UNIVERSITY OF TX MD ANDERSON CAN CTR,1860747;
UNIVERSITY OF TX MD ANDERSON CAN CTR,1869258;
NEW YORK UNIVERSITY SCHOOL OF MEDICINE,1868925;
DARTMOUTH COLLEGE,1868742;
UNIVERSITY OF CALIFORNIA BERKELEY,1868056;
FOX CHASE CANCER CENTER,1867572;
WAYNE STATE UNIVERSITY,2105300;
UNIVERSITY OF WISCONSIN-MADISON,1866597;
H. LEE MOFFITT CANCER CTR &RES INST,1858946;
UNIVERSITY OF MINNESOTA,1865871;
STANFORD UNIVERSITY,1865398;
SCRIPPS RESEARCH INSTITUTE,2131579;
SCRIPPS RESEARCH INSTITUTE,1870864;
MAYO CLINIC ROCHESTER,6521858;
UNIVERSITY OF CALIFORNIA SAN DIEGO,1863881;
UNIVERSITY OF MARYLAND BALTIMORE,1865315;
UNIVERSITY OF VIRGINIA,1946902;
WHITEHEAD INSTITUTE FOR BIOMEDICAL RES,1891586;
MEDICAL COLLEGE OF WISCONSIN,1863896;
UNIV OF MASSACHUSETTS MED SCH WORCESTER,1882783;
DARTMOUTH COLLEGE,2212583;
UNIVERSITY OF PENNSYLVANIA,1860700;
CASE WESTERN RESERVE UNIVERSITY,1955958;
ALBERT EINSTEIN COLLEGE OF MEDICINE,1857785;
SLOAN-KETTERING INST CAN RESEARCH,8268311;
ROSWELL PARK CANCER INSTITUTE CORP,1899932;
NORTH CAROLINA STATE UNIVERSITY RALEIGH,1866437;
UNIVERSITY OF ILLINOIS AT CHICAGO,1966026;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1882182;
UNIVERSITY OF PENNSYLVANIA,2091948;
YALE UNIVERSITY,1897228;
CLEVELAND CLINIC LERNER COM-CWRU,6449999;
SALK INSTITUTE FOR BIOLOGICAL STUDIES,1866203;
ROCKEFELLER UNIVERSITY,1884719;
YALE UNIVERSITY,8179215;
UNIVERSITY OF CALIFORNIA AT DAVIS,2091014;
BOSTON UNIVERSITY MEDICAL CAMPUS,1893657;
MAYO CLINIC  JACKSONVILLE,1894152;
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,8936361;
UNIVERSITY OF CALIF-LAWRENC BERKELEY LAB,1860233;
UNIVERSITY OF PITTSBURGH AT PITTSBURGH,1866802;
STANFORD UNIVERSITY,1923871;
UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,1858382;
